Student_ID,Name,Domicile,Region,Gender,Age,Admission_Status
1449,Laila Brown,United States,California,Male,27,Unconditional
1450,Ahmed Chen,India,Tamil Nadu,Female,43,Conditional
1451,Liu Smith,United States,New York,Male,43,Unconditional
1452,Chijioke Uzoegwu,UK,London,Female,44,Conditional
1453,Chinonso Nguyen,India,Delhi,Female,37,Conditional
1454,Ifeoma Jones,India,Delhi,Male,23,Conditional
1455,Ali Patel,Brazil,Rio de Janeiro,Female,33,Unconditional
1456,Ali Ali,China,Beijing,Male,25,Conditional
1457,Chen Chukwu,Brazil,São Paulo,Male,25,Conditional
1458,Fatoumata Adetokunbo,Canada,Quebec,Female,41,Conditional
1459,Chinonso Johnson,India,Delhi,Female,22,Unconditional
1460,Chinonso Silva,China,Shanghai,Male,43,Unconditional
1461,Chen Brown,Canada,Quebec,Male,42,Unconditional
1462,James Chukwu,UK,London,Male,27,Conditional
1463,Priya Cheng,Canada,Ontario,Female,43,Unconditional
1464,Kwame Silva,Australia,Victoria,Male,24,Conditional
1465,Omar Nwosu,Japan,Tokyo,Male,22,Unconditional
1466,Adeola Silva,Brazil,São Paulo,Female,32,Conditional
1467,Laila Chen,Brazil,Rio de Janeiro,Female,30,Unconditional
1468,Ifeoma Okafor,Japan,Tokyo,Male,40,Conditional
1469,Emeka Nwosu,United States,California,Male,40,Conditional
1470,Jane Davis,Canada,Quebec,Female,37,Conditional
1471,Fatima Kumar,China,Beijing,Male,35,Conditional
1472,Chris Williams,Australia,Victoria,Female,28,Conditional
1473,Chris Smith,China,Beijing,Female,43,Unconditional
1474,Priya Adetokunbo,Japan,Osaka,Male,27,Conditional
1475,Chris Smith,Nigeria,Lagos,Female,30,Unconditional
1476,Chijioke Müller,Brazil,Rio de Janeiro,Male,41,Unconditional
1477,Emily Johnson,India,Delhi,Female,25,Conditional
1478,Chris Chen,China,Beijing,Female,42,Conditional
1479,Jessica Jones,UK,Yorkshire,Female,28,Conditional
1480,Paschal Silva,India,Maharashtra,Male,25,Unconditional
1481,Chijioke Santos,Germany,Berlin,Male,35,Conditional
1482,Sarah Uzoegwu,China,Shanghai,Female,29,Unconditional
1483,Chijioke Santos,Canada,Ontario,Male,26,Unconditional
1484,Liu Nwosu,Japan,Tokyo,Male,23,Conditional
1485,Ngozi Chukwu,Australia,Victoria,Male,42,Conditional
1486,Ngozi Osei,Australia,Victoria,Female,37,Conditional
1487,Sofia Davis,Canada,Quebec,Female,41,Unconditional
1488,Tunde Okwuosa,Japan,Osaka,Female,42,Unconditional
1489,David Chen,Japan,Osaka,Female,22,Conditional
1490,Michael Brown,Nigeria,Lagos,Male,30,Conditional
1491,Fatoumata Chukwu,India,Maharashtra,Male,29,Conditional
1492,John Johnson,United States,California,Female,42,Conditional
1493,Ahmed Ali,Australia,New South Wales,Female,26,Conditional
1494,Ali Okafor,China,Shanghai,Female,44,Conditional
1495,Omar Okafor,China,Beijing,Male,30,Unconditional
1496,Omar Adams,Australia,New South Wales,Male,33,Unconditional
1497,John Osei,Brazil,Rio de Janeiro,Male,35,Unconditional
1498,Amina Kumar,Canada,Ontario,Male,37,Unconditional
1499,Sarah Davis,Canada,Ontario,Male,25,Unconditional
1500,Ifeoma Uzoegwu,Canada,Ontario,Female,31,Unconditional
1501,Fatoumata Kumar,India,Delhi,Male,24,Unconditional
1502,Priya Chen,Australia,Victoria,Female,38,Conditional
1503,Omar Osei,Brazil,São Paulo,Male,36,Unconditional
1504,Paschal Smith,Japan,Osaka,Male,35,Unconditional
1505,Adeola Miller,Nigeria,Abuja,Male,22,Conditional
1506,Ahmed Santos,China,Beijing,Male,22,Conditional
1507,Ngozi Martinez,United States,New York,Female,32,Conditional
1508,Chinonso Brown,UK,London,Male,30,Conditional
1509,Priya Rodriguez,Japan,Osaka,Female,33,Unconditional
1510,Ali Ali,Germany,Bavaria,Male,29,Conditional
1511,Carlos Brown,Australia,New South Wales,Male,30,Conditional
1512,Emily Chukwu,Canada,Ontario,Female,26,Conditional
1513,Amina Brown,Canada,Quebec,Male,25,Unconditional
1514,Kwame Davis,China,Beijing,Male,38,Unconditional
1515,Chijioke Jones,Brazil,Rio de Janeiro,Female,38,Unconditional
1516,Amina Martinez,China,Shanghai,Male,33,Unconditional
1517,Chen Osei,Brazil,Rio de Janeiro,Female,36,Conditional
1518,Tunde Ali,Australia,New South Wales,Female,22,Unconditional
1519,Laila Silva,Australia,New South Wales,Female,36,Conditional
1520,Chinonso Adams,China,Shanghai,Male,24,Conditional
1521,James Kumar,Japan,Tokyo,Female,30,Unconditional
1522,Katie Chukwu,Canada,Quebec,Male,43,Unconditional
1523,Ali Cheng,India,Delhi,Female,34,Unconditional
1524,Fatima Kim,China,Beijing,Male,40,Conditional
1525,Priya Uzoegwu,Canada,Quebec,Male,27,Unconditional
1526,Ahmed Adetokunbo,Australia,Victoria,Male,37,Conditional
1527,Chen Silva,India,Delhi,Female,36,Conditional
1528,John Osei,Japan,Tokyo,Female,38,Conditional
1529,Ali Jones,Japan,Osaka,Male,41,Unconditional
1530,Fatoumata Patel,United States,New York,Female,39,Unconditional
1531,Maria Adams,Japan,Osaka,Female,24,Conditional
1532,John Chukwu,Nigeria,Lagos,Female,40,Unconditional
1533,Ahmed Smith,Japan,Tokyo,Male,25,Unconditional
1534,Michael Okwuosa,China,Shanghai,Male,30,Conditional
1535,Jessica Nguyen,Japan,Osaka,Female,24,Conditional
1536,Ahmed Müller,UK,Edinburgh,Male,25,Conditional
1537,Emily Osei,Australia,New South Wales,Male,36,Conditional
1538,Chijioke Müller,Nigeria,Abuja,Female,29,Unconditional
1539,Chris Johnson,Japan,Tokyo,Male,27,Unconditional
1540,James Chukwu,Brazil,Rio de Janeiro,Female,33,Unconditional
1541,Adeola Müller,Germany,Bavaria,Female,31,Unconditional
1542,Emeka Johnson,Japan,Osaka,Female,31,Unconditional
1543,Ahmed Williams,Germany,Bavaria,Female,28,Conditional
1544,Ahmed Okafor,Germany,Berlin,Male,33,Unconditional
1545,Paschal Chen,United States,California,Female,32,Conditional
1546,Laila Osei,Germany,Bavaria,Female,24,Unconditional
1547,Jane Brown,Australia,New South Wales,Female,43,Unconditional
1548,Ali Okafor,Germany,Bavaria,Male,32,Unconditional
1549,Ngozi Okwuosa,Australia,New South Wales,Male,29,Unconditional
1550,Carlos Müller,India,Tamil Nadu,Male,30,Conditional
1551,Chris Okafor,Japan,Osaka,Female,42,Unconditional
1552,Sofia Jones,Germany,Berlin,Male,28,Unconditional
1553,Ahmed Chukwu,United States,New York,Female,32,Conditional
1554,Chen Okafor,Germany,Berlin,Female,23,Conditional
1555,Fatima Nwosu,United States,California,Male,43,Conditional
1556,Carlos Uzoegwu,China,Shanghai,Female,42,Unconditional
1557,Laila Rodriguez,Australia,New South Wales,Female,38,Unconditional
1558,Omar Silva,Germany,Bavaria,Male,43,Conditional
1559,Adeola Jones,Germany,Bavaria,Male,35,Conditional
1560,James Müller,Canada,Quebec,Male,31,Conditional
1561,Maria Nguyen,Japan,Osaka,Female,29,Conditional
1562,Fatoumata Smith,Brazil,Rio de Janeiro,Female,37,Unconditional
1563,Maria Okwuosa,UK,London,Female,40,Conditional
1564,John Nguyen,China,Beijing,Male,22,Conditional
1565,Ngozi Okwuosa,China,Shanghai,Male,36,Unconditional
1566,Ali Osei,Nigeria,Lagos,Male,42,Unconditional
1567,Maria Silva,Canada,Quebec,Female,22,Unconditional
1568,James Müller,India,Tamil Nadu,Female,42,Unconditional
1569,Kwame Nguyen,China,Beijing,Male,35,Conditional
1570,Adeola Cheng,Japan,Osaka,Female,27,Unconditional
1571,Priya Ali,Australia,New South Wales,Female,39,Unconditional
1572,Chris Rodriguez,India,Tamil Nadu,Female,27,Conditional
1573,Chijioke Patel,Canada,Ontario,Female,42,Conditional
1574,Laila Osei,India,Delhi,Male,44,Unconditional
1575,David Santos,China,Beijing,Male,43,Conditional
1576,Emeka Kim,Brazil,Rio de Janeiro,Female,30,Conditional
1577,Emeka Miller,Nigeria,Lagos,Male,35,Unconditional
1578,Chinonso Ali,Australia,New South Wales,Female,25,Unconditional
1579,Paschal Ali,UK,Edinburgh,Female,35,Conditional
1580,Chris Okwuosa,UK,London,Female,28,Unconditional
1581,Liu Jones,India,Delhi,Female,24,Conditional
1582,Ifeoma Silva,Germany,Bavaria,Male,23,Unconditional
1583,David Müller,UK,Yorkshire,Male,44,Conditional
1584,Laila Nguyen,UK,London,Female,42,Unconditional
1585,Laila Osei,Canada,Quebec,Male,40,Conditional
1586,Adeola Uzoegwu,United States,New York,Female,27,Conditional
1587,Carlos Adams,Canada,Quebec,Male,28,Unconditional
1588,Tunde Chen,Canada,Ontario,Female,31,Conditional
1589,Priya Johnson,China,Beijing,Male,38,Conditional
1590,Ngozi Kim,India,Tamil Nadu,Female,42,Unconditional
1591,Priya Nwosu,UK,London,Female,27,Unconditional
1592,Chen Williams,Germany,Bavaria,Female,26,Unconditional
1593,Emily Patel,United States,California,Male,24,Conditional
1594,Maria Nwosu,Canada,Quebec,Female,29,Conditional
1595,Omar Nguyen,Australia,New South Wales,Male,31,Conditional
1596,Chinonso Nguyen,India,Tamil Nadu,Male,35,Conditional
1597,Chen Martinez,UK,Edinburgh,Female,39,Conditional
1598,Chinonso Okwuosa,Australia,Victoria,Male,31,Unconditional
1599,Ali Okwuosa,Nigeria,Abuja,Female,44,Unconditional
1600,Paschal Kim,Japan,Tokyo,Female,25,Unconditional
1601,Chen Kumar,Germany,Berlin,Female,22,Unconditional
1602,Chris Garcia,Australia,Victoria,Female,43,Conditional
1603,Katie Okwuosa,Brazil,São Paulo,Female,28,Unconditional
1604,David Miller,Germany,Berlin,Male,36,Conditional
1605,Liu Adetokunbo,Australia,New South Wales,Male,22,Unconditional
1606,Paschal Jones,China,Shanghai,Male,26,Conditional
1607,Emily Chukwu,Germany,Berlin,Male,43,Unconditional
1608,Emeka Williams,India,Delhi,Male,32,Unconditional
1609,David Chen,Australia,Victoria,Female,33,Unconditional
1610,Tunde Osei,UK,Yorkshire,Female,27,Unconditional
1611,Fatoumata Garcia,Germany,Bavaria,Male,42,Unconditional
1612,Chijioke Jones,United States,California,Male,29,Unconditional
1613,Maria Smith,Australia,New South Wales,Male,25,Conditional
1614,Katie Okafor,Nigeria,Lagos,Male,26,Unconditional
1615,Priya Davis,Australia,Victoria,Female,30,Conditional
1616,Emily Brown,United States,New York,Female,41,Unconditional
1617,Chinonso Müller,United States,California,Male,25,Unconditional
1618,Emily Chukwu,United States,New York,Female,42,Unconditional
1619,Emeka Jones,Germany,Bavaria,Female,34,Unconditional
1620,Liu Adetokunbo,United States,New York,Male,37,Conditional
1621,Emily Garcia,Japan,Osaka,Female,24,Conditional
1622,Chinonso Chen,Japan,Osaka,Male,29,Conditional
1623,Ngozi Okwuosa,Germany,Berlin,Female,41,Unconditional
1624,Chijioke Silva,Germany,Bavaria,Male,43,Unconditional
1625,Adeola Santos,India,Delhi,Female,34,Conditional
1626,Fatima Uzoegwu,United States,New York,Female,26,Unconditional
1627,Michael Rodriguez,China,Shanghai,Female,41,Conditional
1628,Fatima Patel,China,Shanghai,Female,26,Unconditional
1629,Chris Uzoegwu,Canada,Ontario,Male,27,Unconditional
1630,Ifeoma Silva,India,Maharashtra,Female,34,Unconditional
1631,Chinonso Chukwu,Germany,Bavaria,Male,22,Conditional
1632,Sofia Ali,UK,Edinburgh,Female,30,Conditional
1633,Laila Ali,China,Beijing,Female,35,Unconditional
1634,Maria Kim,Canada,Ontario,Female,39,Conditional
1635,Laila Rodriguez,Germany,Bavaria,Female,39,Conditional
1636,Fatoumata Kumar,Brazil,São Paulo,Female,28,Unconditional
1637,Maria Adetokunbo,Canada,Ontario,Male,41,Conditional
1638,Liu Cheng,Canada,Quebec,Male,40,Conditional
1639,Priya Müller,Nigeria,Abuja,Male,40,Conditional
1640,Chinonso Cheng,Australia,Victoria,Female,43,Conditional
1641,Laila Nwosu,China,Shanghai,Female,40,Conditional
1642,Chen Uzoegwu,UK,Edinburgh,Male,27,Unconditional
1643,Ngozi Kim,Japan,Osaka,Male,39,Conditional
1644,Jessica Smith,Brazil,Rio de Janeiro,Male,36,Conditional
1645,Adeola Adetokunbo,United States,New York,Male,25,Conditional
1646,Fatima Smith,United States,California,Male,29,Conditional
1647,Ahmed Williams,Japan,Tokyo,Male,41,Conditional
1648,Jessica Kumar,India,Delhi,Male,40,Unconditional
1649,Maria Adetokunbo,Nigeria,Abuja,Male,25,Unconditional
1650,Fatima Nwosu,China,Shanghai,Female,43,Unconditional
1651,Liu Martinez,Germany,Bavaria,Male,22,Unconditional
1652,James Garcia,Nigeria,Lagos,Female,22,Conditional
1653,Sofia Williams,Australia,Victoria,Female,42,Conditional
1654,David Rodriguez,Nigeria,Abuja,Male,39,Unconditional
1655,David Martinez,Canada,Quebec,Male,34,Unconditional
1656,Laila Chukwu,Germany,Berlin,Male,24,Unconditional
1657,Emily Osei,Canada,Ontario,Female,26,Conditional
1658,Kwame Patel,Brazil,São Paulo,Female,29,Conditional
1659,James Brown,United States,New York,Male,28,Unconditional
1660,James Okwuosa,Nigeria,Abuja,Male,41,Unconditional
1661,Chijioke Rodriguez,Japan,Osaka,Male,23,Unconditional
1662,Chinonso Okwuosa,India,Delhi,Female,24,Unconditional
1663,Ngozi Williams,India,Tamil Nadu,Female,43,Unconditional
1664,Emeka Patel,Germany,Berlin,Male,42,Conditional
1665,Jane Davis,Canada,Ontario,Male,40,Conditional
1666,Carlos Kim,India,Tamil Nadu,Male,24,Unconditional
1667,Ngozi Silva,Canada,Quebec,Male,41,Unconditional
1668,Ahmed Garcia,Germany,Bavaria,Female,32,Unconditional
1669,Amina Müller,China,Shanghai,Female,32,Unconditional
1670,Sarah Adams,Brazil,São Paulo,Female,42,Conditional
1671,Emily Johnson,China,Shanghai,Female,39,Unconditional
1672,Michael Brown,Canada,Quebec,Male,42,Conditional
1673,Fatima Okafor,India,Delhi,Male,31,Conditional
1674,Chris Martinez,Canada,Ontario,Male,38,Unconditional
1675,Ifeoma Brown,Nigeria,Lagos,Female,39,Unconditional
1676,Ali Silva,Germany,Bavaria,Female,41,Unconditional
1677,Paschal Kim,Japan,Tokyo,Male,37,Unconditional
1678,Michael Müller,India,Tamil Nadu,Male,40,Conditional
1679,Paschal Chukwu,Australia,New South Wales,Female,30,Conditional
1680,Katie Okafor,Australia,Victoria,Male,33,Unconditional
1681,Omar Miller,India,Delhi,Male,25,Conditional
1682,Jane Jones,Japan,Tokyo,Female,27,Unconditional
1683,Jessica Martinez,Brazil,Rio de Janeiro,Male,40,Unconditional
1684,Jane Smith,Canada,Quebec,Male,27,Unconditional
1685,Paschal Davis,India,Delhi,Female,23,Conditional
1686,Chijioke Chukwu,Canada,Ontario,Female,44,Unconditional
1687,Tunde Okwuosa,Canada,Ontario,Male,31,Conditional
1688,Fatima Nwosu,UK,Yorkshire,Female,33,Unconditional
1689,Maria Santos,United States,California,Male,30,Conditional
1690,Fatoumata Okafor,India,Maharashtra,Male,38,Conditional
1691,David Kim,China,Beijing,Female,32,Conditional
1692,Ngozi Kim,Canada,Quebec,Male,41,Unconditional
1693,Katie Okwuosa,China,Beijing,Female,34,Unconditional
1694,David Silva,Germany,Bavaria,Male,43,Conditional
1695,Chen Chen,Germany,Berlin,Female,34,Unconditional
1696,Chen Williams,United States,California,Female,42,Unconditional
1697,Fatima Chukwu,Australia,New South Wales,Female,29,Conditional
1698,Fatima Garcia,Australia,New South Wales,Female,31,Conditional
1699,Jane Nguyen,Australia,Victoria,Male,24,Conditional
1700,Kwame Johnson,Germany,Bavaria,Male,35,Unconditional
1701,Jessica Uzoegwu,Nigeria,Abuja,Female,34,Unconditional
1702,Laila Chukwu,United States,New York,Male,32,Unconditional
1703,Adeola Okwuosa,United States,New York,Female,25,Unconditional
1704,Ahmed Müller,China,Beijing,Male,31,Unconditional
1705,John Kim,Japan,Tokyo,Male,35,Unconditional
1706,Ali Cheng,India,Delhi,Male,29,Unconditional
1707,Amina Johnson,UK,Yorkshire,Male,22,Unconditional
1708,Tunde Rodriguez,Brazil,Rio de Janeiro,Male,40,Unconditional
1709,Sarah Williams,India,Tamil Nadu,Female,22,Conditional
1710,Amina Okafor,Germany,Berlin,Male,23,Conditional
1711,Michael Ali,India,Delhi,Male,30,Unconditional
1712,Katie Garcia,China,Shanghai,Female,43,Unconditional
1713,John Okwuosa,United States,New York,Male,22,Unconditional
1714,Liu Chen,Germany,Bavaria,Male,34,Unconditional
1715,Maria Williams,Nigeria,Abuja,Female,32,Unconditional
1716,Liu Smith,UK,Yorkshire,Female,42,Unconditional
1717,Maria Martinez,United States,New York,Female,43,Unconditional
1718,Chris Cheng,India,Maharashtra,Female,41,Unconditional
1719,Jane Nguyen,United States,New York,Male,29,Unconditional
1720,Fatima Okafor,Brazil,Rio de Janeiro,Male,40,Unconditional
1721,Priya Smith,China,Shanghai,Male,40,Conditional
1722,Ngozi Okwuosa,Brazil,São Paulo,Male,25,Unconditional
1723,Emily Martinez,Australia,New South Wales,Female,33,Unconditional
1724,Adeola Williams,Australia,Victoria,Male,28,Conditional
1725,Sarah Nwosu,UK,London,Male,24,Unconditional
1726,Emily Garcia,Germany,Bavaria,Male,27,Unconditional
1727,Michael Santos,Australia,Victoria,Male,25,Unconditional
1728,Chen Johnson,United States,New York,Male,29,Conditional
1729,Liu Okafor,Japan,Tokyo,Male,33,Unconditional
1730,Katie Rodriguez,Canada,Ontario,Male,43,Unconditional
1731,Omar Chen,Nigeria,Lagos,Male,24,Unconditional
1732,Katie Santos,United States,California,Female,38,Conditional
1733,Ngozi Patel,India,Delhi,Female,25,Unconditional
1734,Jane Silva,UK,Yorkshire,Male,29,Unconditional
1735,Laila Adams,United States,New York,Female,37,Conditional
1736,Liu Osei,United States,California,Female,37,Unconditional
1737,Ifeoma Martinez,Japan,Osaka,Female,41,Unconditional
1738,Maria Chen,United States,California,Female,41,Conditional
1739,Ifeoma Santos,United States,California,Male,40,Unconditional
1740,Kwame Osei,UK,Edinburgh,Male,33,Unconditional
1741,John Kim,Australia,Victoria,Male,29,Conditional
1742,James Johnson,India,Delhi,Female,42,Unconditional
1743,Maria Martinez,Nigeria,Lagos,Male,32,Conditional
1744,David Ali,United States,California,Female,25,Conditional
1745,Fatima Ali,UK,London,Male,33,Unconditional
1746,James Silva,Australia,Victoria,Female,25,Conditional
1747,Emeka Rodriguez,Nigeria,Abuja,Male,29,Conditional
1748,Jessica Adetokunbo,India,Maharashtra,Female,41,Unconditional
1749,Jessica Kumar,UK,Yorkshire,Female,23,Conditional
1750,James Rodriguez,Australia,Victoria,Male,29,Conditional
1751,Michael Kumar,Japan,Tokyo,Male,27,Unconditional
1752,Fatima Müller,China,Beijing,Female,39,Unconditional
1753,Ahmed Adams,India,Tamil Nadu,Female,32,Conditional
1754,Fatima Uzoegwu,China,Beijing,Female,28,Unconditional
1755,Emily Johnson,Germany,Bavaria,Female,39,Conditional
1756,Jane Kim,Japan,Tokyo,Male,40,Unconditional
1757,Chen Uzoegwu,China,Shanghai,Female,25,Unconditional
1758,Chris Silva,Australia,New South Wales,Male,32,Unconditional
1759,Paschal Martinez,China,Shanghai,Female,26,Unconditional
1760,Tunde Miller,Australia,New South Wales,Female,42,Unconditional
1761,Sarah Rodriguez,India,Maharashtra,Female,26,Unconditional
1762,Ngozi Johnson,UK,Yorkshire,Male,38,Unconditional
1763,Ngozi Rodriguez,Australia,New South Wales,Female,26,Conditional
1764,Chris Chen,India,Maharashtra,Male,27,Conditional
1765,Tunde Ali,UK,Edinburgh,Female,35,Conditional
1766,Adeola Martinez,UK,London,Female,40,Conditional
1767,David Chukwu,Australia,New South Wales,Female,43,Unconditional
1768,Ifeoma Smith,Germany,Berlin,Female,29,Conditional
1769,Michael Adetokunbo,United States,California,Male,36,Unconditional
1770,Paschal Okwuosa,UK,London,Female,33,Conditional
1771,Ifeoma Okafor,United States,New York,Male,28,Conditional
1772,Priya Müller,Brazil,São Paulo,Female,32,Unconditional
1773,Adeola Chen,Japan,Osaka,Female,30,Conditional
1774,Chris Johnson,Canada,Ontario,Female,43,Conditional
1775,Liu Santos,Brazil,São Paulo,Male,28,Unconditional
1776,Chinonso Nwosu,Japan,Osaka,Male,37,Unconditional
1777,Chijioke Garcia,Canada,Ontario,Female,38,Conditional
1778,Chinonso Smith,Japan,Osaka,Male,28,Unconditional
1779,Chijioke Nguyen,Japan,Tokyo,Male,42,Conditional
1780,Emily Okwuosa,United States,California,Female,44,Unconditional
1781,Kwame Santos,India,Tamil Nadu,Male,38,Unconditional
1782,Chijioke Patel,Nigeria,Abuja,Male,44,Conditional
1783,Laila Jones,Germany,Berlin,Male,29,Conditional
1784,Priya Jones,Australia,Victoria,Female,32,Conditional
1785,Liu Brown,Australia,New South Wales,Female,27,Conditional
1786,Carlos Garcia,Canada,Ontario,Male,41,Conditional
1787,Kwame Chukwu,India,Maharashtra,Female,23,Conditional
1788,Ahmed Nguyen,Canada,Quebec,Female,44,Unconditional
1789,Chris Smith,Brazil,Rio de Janeiro,Male,30,Unconditional
1790,Paschal Johnson,Canada,Ontario,Male,39,Unconditional
1791,Priya Müller,Australia,Victoria,Male,28,Conditional
1792,Jane Davis,United States,New York,Female,38,Unconditional
1793,Ahmed Chen,Brazil,Rio de Janeiro,Female,37,Conditional
1794,Emeka Okwuosa,Canada,Quebec,Male,43,Conditional
1795,Chinonso Cheng,China,Beijing,Female,30,Conditional
1796,Jane Müller,China,Shanghai,Female,24,Conditional
1797,Adeola Smith,Australia,New South Wales,Female,36,Conditional
1798,Ngozi Adetokunbo,Brazil,São Paulo,Female,32,Unconditional
1799,Fatoumata Davis,India,Maharashtra,Female,32,Conditional
1800,Ahmed Kim,Germany,Bavaria,Male,40,Unconditional
1801,Laila Uzoegwu,UK,Edinburgh,Male,22,Conditional
1802,James Williams,Australia,New South Wales,Female,22,Unconditional
1803,Jane Müller,Nigeria,Abuja,Female,24,Unconditional
1804,Kwame Okwuosa,China,Shanghai,Female,29,Unconditional
1805,James Chukwu,Nigeria,Abuja,Male,32,Unconditional
1806,Paschal Brown,China,Shanghai,Female,24,Conditional
1807,Chinonso Kim,UK,Yorkshire,Female,24,Conditional
1808,Ifeoma Ali,China,Beijing,Male,38,Unconditional
1809,Priya Cheng,United States,California,Male,40,Conditional
1810,James Johnson,Canada,Ontario,Female,39,Unconditional
1811,Chris Santos,United States,New York,Male,35,Conditional
1812,Sofia Rodriguez,Canada,Ontario,Male,35,Unconditional
1813,Kwame Okafor,United States,California,Female,27,Conditional
1814,Chinonso Smith,China,Beijing,Male,36,Conditional
1815,Kwame Brown,United States,California,Female,35,Unconditional
1816,Jessica Okwuosa,UK,Yorkshire,Female,23,Conditional
1817,John Okwuosa,India,Tamil Nadu,Female,22,Unconditional
1818,Maria Okafor,United States,New York,Male,36,Conditional
1819,Priya Silva,Nigeria,Lagos,Female,32,Unconditional
1820,Katie Kumar,Australia,Victoria,Female,30,Unconditional
1821,Emily Chen,Nigeria,Abuja,Female,39,Unconditional
1822,Sarah Kim,Nigeria,Abuja,Male,43,Conditional
1823,Ngozi Jones,Australia,New South Wales,Male,28,Conditional
1824,Maria Miller,China,Shanghai,Female,41,Conditional
1825,Chijioke Osei,Germany,Bavaria,Male,37,Unconditional
1826,Amina Rodriguez,Australia,Victoria,Female,44,Conditional
1827,Carlos Silva,Canada,Quebec,Male,29,Conditional
1828,John Adetokunbo,UK,London,Male,31,Conditional
1829,James Ali,Japan,Osaka,Male,25,Unconditional
1830,Jessica Kim,Germany,Bavaria,Female,36,Conditional
1831,Chen Kim,UK,Yorkshire,Male,42,Conditional
1832,Chen Brown,India,Maharashtra,Male,36,Unconditional
1833,Chen Nguyen,Canada,Ontario,Male,32,Unconditional
1834,Priya Rodriguez,Australia,New South Wales,Female,23,Unconditional
1835,Jessica Okafor,UK,Yorkshire,Male,28,Unconditional
1836,Carlos Williams,Australia,Victoria,Female,34,Unconditional
1837,Chen Silva,Germany,Berlin,Female,31,Unconditional
1838,Tunde Adetokunbo,India,Delhi,Male,36,Conditional
1839,Ali Adams,India,Delhi,Female,24,Conditional
1840,Chris Williams,India,Tamil Nadu,Female,35,Unconditional
1841,Priya Kim,China,Beijing,Male,37,Unconditional
1842,Ali Cheng,Brazil,Rio de Janeiro,Male,44,Conditional
1843,Sofia Martinez,Nigeria,Lagos,Female,29,Conditional
1844,Amina Ali,Canada,Quebec,Female,43,Conditional
1845,Sofia Patel,Japan,Osaka,Female,28,Unconditional
1846,Katie Chukwu,Nigeria,Abuja,Male,31,Conditional
1847,Tunde Jones,India,Delhi,Female,22,Conditional
1848,Emeka Chen,Brazil,Rio de Janeiro,Male,26,Unconditional
1849,Sarah Brown,India,Delhi,Female,38,Conditional
1850,Chijioke Williams,Brazil,São Paulo,Female,29,Conditional
1851,Chijioke Cheng,Brazil,São Paulo,Male,37,Unconditional
1852,James Williams,Germany,Bavaria,Male,34,Conditional
1853,Sofia Osei,India,Maharashtra,Female,34,Unconditional
1854,Sofia Silva,India,Delhi,Male,33,Conditional
1855,Emily Okafor,Brazil,São Paulo,Male,38,Conditional
1856,Chris Smith,China,Shanghai,Female,42,Conditional
1857,Jane Silva,Canada,Quebec,Female,22,Unconditional
1858,Omar Adetokunbo,United States,California,Male,24,Conditional
1859,Fatoumata Okwuosa,Brazil,Rio de Janeiro,Female,38,Unconditional
1860,Amina Garcia,Australia,New South Wales,Male,35,Conditional
1861,Chinonso Davis,Brazil,Rio de Janeiro,Male,33,Unconditional
1862,Ali Silva,India,Delhi,Female,28,Unconditional
1863,Adeola Rodriguez,India,Maharashtra,Female,24,Conditional
1864,Emeka Adams,UK,Edinburgh,Male,23,Conditional
1865,Jessica Kim,China,Shanghai,Male,33,Unconditional
1866,Ngozi Cheng,Canada,Quebec,Male,28,Conditional
1867,Fatima Johnson,Nigeria,Lagos,Female,30,Conditional
1868,Michael Uzoegwu,Japan,Tokyo,Male,38,Unconditional
1869,Chijioke Silva,China,Shanghai,Male,28,Conditional
1870,Maria Patel,Australia,New South Wales,Female,23,Conditional
1871,Fatoumata Okwuosa,Australia,New South Wales,Male,43,Unconditional
1872,Priya Smith,Nigeria,Lagos,Female,32,Unconditional
1873,Fatima Nguyen,India,Maharashtra,Female,36,Conditional
1874,Emily Smith,Canada,Quebec,Male,44,Conditional
1875,Tunde Okafor,Brazil,Rio de Janeiro,Female,38,Conditional
1876,Jane Garcia,United States,California,Male,25,Conditional
1877,Amina Williams,Germany,Bavaria,Female,34,Conditional
1878,John Kim,India,Tamil Nadu,Female,40,Conditional
1879,Emily Kim,Nigeria,Lagos,Female,24,Unconditional
1880,Michael Kumar,Nigeria,Abuja,Female,33,Unconditional
1881,Ali Rodriguez,Germany,Berlin,Female,42,Unconditional
1882,Laila Rodriguez,China,Shanghai,Female,44,Unconditional
1883,Laila Jones,Brazil,Rio de Janeiro,Female,40,Conditional
1884,James Adams,India,Maharashtra,Male,26,Unconditional
1885,David Miller,Australia,New South Wales,Male,40,Unconditional
1886,Ali Nguyen,Australia,Victoria,Female,35,Unconditional
1887,Omar Smith,Australia,New South Wales,Female,24,Conditional
1888,Emily Cheng,Germany,Bavaria,Male,44,Unconditional
1889,Adeola Adetokunbo,India,Delhi,Male,39,Unconditional
1890,Carlos Davis,Canada,Ontario,Female,43,Unconditional
1891,Paschal Kim,Japan,Osaka,Male,36,Unconditional
1892,Adeola Johnson,Nigeria,Lagos,Female,30,Conditional
1893,James Adetokunbo,Australia,Victoria,Male,37,Conditional
1894,Chinonso Davis,Australia,New South Wales,Female,34,Conditional
1895,Sofia Williams,Australia,Victoria,Female,30,Conditional
1896,Chijioke Rodriguez,Germany,Bavaria,Female,25,Conditional
1897,Priya Silva,Germany,Bavaria,Female,34,Conditional
